Provincias;Edad (grupos quinquenales);Sexo;Españoles/Extranjeros;Año;Total
09  Burgos;0-4 años;Mujeres;TOTAL;2020;6.325
09  Burgos;5-9 años;Hombres;TOTAL;2020;8.247
09  Burgos;5-9 años;Mujeres;TOTAL;2020;7.656
09  Burgos;10-14 años;Hombres;TOTAL;2020;8.591
09  Burgos;10-14 años;Mujeres;TOTAL;2020;8.251
09  Burgos;15-19 años;Hombres;TOTAL;2020;8.225
09  Burgos;15-19 años;Mujeres;TOTAL;2020;7.711
09  Burgos;20-24 años;Hombres;TOTAL;2020;8.126
09  Burgos;20-24 años;Mujeres;TOTAL;2020;7.614
09  Burgos;25-29 años;Hombres;TOTAL;2020;8.509
09  Burgos;25-29 años;Mujeres;TOTAL;2020;7.835
09  Burgos;30-34 años;Hombres;TOTAL;2020;9.523
09  Burgos;30-34 años;Mujeres;TOTAL;2020;9.062
09  Burgos;35-39 años;Hombres;TOTAL;2020;11.460
09  Burgos;35-39 años;Mujeres;TOTAL;2020;10.765
09  Burgos;40-44 años;Hombres;TOTAL;2020;14.175
09  Burgos;40-44 años;Mujeres;TOTAL;2020;13.420
09  Burgos;45-49 años;Hombres;TOTAL;2020;14.390
09  Burgos;45-49 años;Mujeres;TOTAL;2020;13.638
09  Burgos;50-54 años;Hombres;TOTAL;2020;14.490
09  Burgos;50-54 años;Mujeres;TOTAL;2020;13.820
09  Burgos;55-59 años;Hombres;TOTAL;2020;14.141
09  Burgos;55-59 años;Mujeres;TOTAL;2020;13.768
09  Burgos;60-64 años;Hombres;TOTAL;2020;13.102
09  Burgos;60-64 años;Mujeres;TOTAL;2020;12.342
09  Burgos;65-69 años;Hombres;TOTAL;2020;11.077
09  Burgos;65-69 años;Mujeres;TOTAL;2020;10.244
09  Burgos;70-74 años;Hombres;TOTAL;2020;9.440
09  Burgos;70-74 años;Mujeres;TOTAL;2020;9.585
09  Burgos;75-79 años;Hombres;TOTAL;2020;7.262
09  Burgos;75-79 años;Mujeres;TOTAL;2020;8.172
09  Burgos;80-84 años;Hombres;TOTAL;2020;5.016
09  Burgos;80-84 años;Mujeres;TOTAL;2020;6.859
09  Burgos;85-89 años;Hombres;TOTAL;2020;3.988
09  Burgos;85-89 años;Mujeres;TOTAL;2020;6.768
09  Burgos;90-94 años;Hombres;TOTAL;2020;1.689
09  Burgos;90-94 años;Mujeres;TOTAL;2020;3.857
09  Burgos;95-99 años;Hombres;TOTAL;2020;419
09  Burgos;95-99 años;Mujeres;TOTAL;2020;1.212
09  Burgos;100 años y más;Hombres;TOTAL;2020;33
09  Burgos;100 años y más;Mujeres;TOTAL;2020;168
10  Cáceres;0-4 años;Hombres;TOTAL;2020;6.711
10  Cáceres;0-4 años;Mujeres;TOTAL;2020;6.471
10  Cáceres;5-9 años;Hombres;TOTAL;2020;8.209
10  Cáceres;5-9 años;Mujeres;TOTAL;2020;7.751
10  Cáceres;10-14 años;Hombres;TOTAL;2020;9.344
10  Cáceres;10-14 años;Mujeres;TOTAL;2020;8.825
10  Cáceres;15-19 años;Hombres;TOTAL;2020;9.466
10  Cáceres;15-19 años;Mujeres;TOTAL;2020;8.965
10  Cáceres;20-24 años;Hombres;TOTAL;2020;9.713
10  Cáceres;20-24 años;Mujeres;TOTAL;2020;9.021
10  Cáceres;25-29 años;Hombres;TOTAL;2020;10.310
10  Cáceres;25-29 años;Mujeres;TOTAL;2020;9.619
10  Cáceres;30-34 años;Hombres;TOTAL;2020;11.328
10  Cáceres;30-34 años;Mujeres;TOTAL;2020;10.613
10  Cáceres;35-39 años;Hombres;TOTAL;2020;12.800
10  Cáceres;35-39 años;Mujeres;TOTAL;2020;12.107
10  Cáceres;40-44 años;Hombres;TOTAL;2020;14.152
10  Cáceres;40-44 años;Mujeres;TOTAL;2020;13.566
10  Cáceres;45-49 años;Hombres;TOTAL;2020;14.717
10  Cáceres;45-49 años;Mujeres;TOTAL;2020;14.465
10  Cáceres;50-54 años;Hombres;TOTAL;2020;16.020
10  Cáceres;50-54 años;Mujeres;TOTAL;2020;15.764
10  Cáceres;55-59 años;Hombres;TOTAL;2020;16.765
10  Cáceres;55-59 años;Mujeres;TOTAL;2020;15.978
10  Cáceres;60-64 años;Hombres;TOTAL;2020;14.299
10  Cáceres;60-64 años;Mujeres;TOTAL;2020;13.617
10  Cáceres;65-69 años;Hombres;TOTAL;2020;11.297
10  Cáceres;65-69 años;Mujeres;TOTAL;2020;10.712
10  Cáceres;70-74 años;Hombres;TOTAL;2020;9.032
10  Cáceres;70-74 años;Mujeres;TOTAL;2020;10.056
10  Cáceres;75-79 años;Hombres;TOTAL;2020;7.471
10  Cáceres;75-79 años;Mujeres;TOTAL;2020;9.397
10  Cáceres;80-84 años;Hombres;TOTAL;2020;5.793
10  Cáceres;80-84 años;Mujeres;TOTAL;2020;8.448
10  Cáceres;85-89 años;Hombres;TOTAL;2020;4.549
10  Cáceres;85-89 años;Mujeres;TOTAL;2020;7.610
10  Cáceres;90-94 años;Hombres;TOTAL;2020;1.655
10  Cáceres;90-94 años;Mujeres;TOTAL;2020;3.672
10  Cáceres;95-99 años;Hombres;TOTAL;2020;389
10  Cáceres;95-99 años;Mujeres;TOTAL;2020;934
10  Cáceres;100 años y más;Hombres;TOTAL;2020;64
10  Cáceres;100 años y más;Mujeres;TOTAL;2020;175
11  Cádiz;0-4 años;Hombres;TOTAL;2020;27.945
11  Cádiz;0-4 años;Mujeres;TOTAL;2020;26.263
11  Cádiz;5-9 años;Hombres;TOTAL;2020;33.257
11  Cádiz;5-9 años;Mujeres;TOTAL;2020;31.444
11  Cádiz;10-14 años;Hombres;TOTAL;2020;38.654
11  Cádiz;10-14 años;Mujeres;TOTAL;2020;36.506
11  Cádiz;15-19 años;Hombres;TOTAL;2020;36.016
11  Cádiz;15-19 años;Mujeres;TOTAL;2020;33.391
11  Cádiz;20-24 años;Hombres;TOTAL;2020;32.963
11  Cádiz;20-24 años;Mujeres;TOTAL;2020;30.905
11  Cádiz;25-29 años;Hombres;TOTAL;2020;34.936
11  Cádiz;25-29 años;Mujeres;TOTAL;2020;33.397
11  Cádiz;30-34 años;Hombres;TOTAL;2020;37.865
11  Cádiz;30-34 años;Mujeres;TOTAL;2020;37.774
11  Cádiz;35-39 años;Hombres;TOTAL;2020;44.867
11  Cádiz;35-39 años;Mujeres;TOTAL;2020;45.471
11  Cádiz;40-44 años;Hombres;TOTAL;2020;52.118
11  Cádiz;40-44 años;Mujeres;TOTAL;2020;51.902
11  Cádiz;45-49 años;Hombres;TOTAL;2020;51.725
11  Cádiz;45-49 años;Mujeres;TOTAL;2020;50.907
11  Cádiz;50-54 años;Hombres;TOTAL;2020;49.226
11  Cádiz;50-54 años;Mujeres;TOTAL;2020;50.165
11  Cádiz;55-59 años;Hombres;TOTAL;2020;44.150
11  Cádiz;55-59 años;Mujeres;TOTAL;2020;45.236
11  Cádiz;60-64 años;Hombres;TOTAL;2020;37.747
11  Cádiz;60-64 años;Mujeres;TOTAL;2020;39.827
11  Cádiz;65-69 años;Hombres;TOTAL;2020;29.658
11  Cádiz;65-69 años;Mujeres;TOTAL;2020;31.809
11  Cádiz;70-74 años;Hombres;TOTAL;2020;25.024
11  Cádiz;70-74 años;Mujeres;TOTAL;2020;28.579
11  Cádiz;75-79 años;Hombres;TOTAL;2020;17.880
11  Cádiz;75-79 años;Mujeres;TOTAL;2020;22.662
11  Cádiz;80-84 años;Hombres;TOTAL;2020;10.787
11  Cádiz;80-84 años;Mujeres;TOTAL;2020;16.695
11  Cádiz;85-89 años;Hombres;TOTAL;2020;6.503
11  Cádiz;85-89 años;Mujeres;TOTAL;2020;11.724
11  Cádiz;90-94 años;Hombres;TOTAL;2020;1.879
11  Cádiz;90-94 años;Mujeres;TOTAL;2020;4.512
11  Cádiz;95-99 años;Hombres;TOTAL;2020;313
11  Cádiz;95-99 años;Mujeres;TOTAL;2020;1.122
11  Cádiz;100 años y más;Hombres;TOTAL;2020;48
11  Cádiz;100 años y más;Mujeres;TOTAL;2020;197
39  Cantabria;0-4 años;Hombres;TOTAL;2020;10.547
39  Cantabria;0-4 años;Mujeres;TOTAL;2020;10.179
39  Cantabria;5-9 años;Hombres;TOTAL;2020;13.541
39  Cantabria;5-9 años;Mujeres;TOTAL;2020;12.646
39  Cantabria;10-14 años;Hombres;TOTAL;2020;14.804
39  Cantabria;10-14 años;Mujeres;TOTAL;2020;14.186
39  Cantabria;15-19 años;Hombres;TOTAL;2020;13.671
39  Cantabria;15-19 años;Mujeres;TOTAL;2020;13.167
39  Cantabria;20-24 años;Hombres;TOTAL;2020;12.670
39  Cantabria;20-24 años;Mujeres;TOTAL;2020;11.836
39  Cantabria;25-29 años;Hombres;TOTAL;2020;13.360
39  Cantabria;25-29 años;Mujeres;TOTAL;2020;12.639
39  Cantabria;30-34 años;Hombres;TOTAL;2020;15.048
39  Cantabria;30-34 años;Mujeres;TOTAL;2020;15.276
39  Cantabria;35-39 años;Hombres;TOTAL;2020;20.034
39  Cantabria;35-39 años;Mujeres;TOTAL;2020;20.115
39  Cantabria;40-44 años;Hombres;TOTAL;2020;24.895
39  Cantabria;40-44 años;Mujeres;TOTAL;2020;24.946
39  Cantabria;45-49 años;Hombres;TOTAL;2020;23.920
39  Cantabria;45-49 años;Mujeres;TOTAL;2020;24.008
39  Cantabria;50-54 años;Hombres;TOTAL;2020;22.888
39  Cantabria;50-54 años;Mujeres;TOTAL;2020;23.140
39  Cantabria;55-59 años;Hombres;TOTAL;2020;21.540
39  Cantabria;55-59 años;Mujeres;TOTAL;2020;22.396
39  Cantabria;60-64 años;Hombres;TOTAL;2020;20.482
39  Cantabria;60-64 años;Mujeres;TOTAL;2020;21.546
39  Cantabria;65-69 años;Hombres;TOTAL;2020;16.769
39  Cantabria;65-69 años;Mujeres;TOTAL;2020;18.548
39  Cantabria;70-74 años;Hombres;TOTAL;2020;14.194
39  Cantabria;70-74 años;Mujeres;TOTAL;2020;16.492
39  Cantabria;75-79 años;Hombres;TOTAL;2020;9.860
39  Cantabria;75-79 años;Mujeres;TOTAL;2020;12.520
39  Cantabria;80-84 años;Hombres;TOTAL;2020;6.899
39  Cantabria;80-84 años;Mujeres;TOTAL;2020;10.423
39  Cantabria;85-89 años;Hombres;TOTAL;2020;5.121
39  Cantabria;85-89 años;Mujeres;TOTAL;2020;9.691
39  Cantabria;90-94 años;Hombres;TOTAL;2020;1.909
39  Cantabria;90-94 años;Mujeres;TOTAL;2020;4.912
39  Cantabria;95-99 años;Hombres;TOTAL;2020;361
39  Cantabria;95-99 años;Mujeres;TOTAL;2020;1.458
39  Cantabria;100 años y más;Hombres;TOTAL;2020;46
39  Cantabria;100 años y más;Mujeres;TOTAL;2020;222
12  Castellón/Castelló;0-4 años;Hombres;TOTAL;2020;12.820
12  Castellón/Castelló;0-4 años;Mujeres;TOTAL;2020;11.999
12  Castellón/Castelló;5-9 años;Hombres;TOTAL;2020;15.185
12  Castellón/Castelló;5-9 años;Mujeres;TOTAL;2020;14.185
12  Castellón/Castelló;10-14 años;Hombres;TOTAL;2020;16.702
12  Castellón/Castelló;10-14 años;Mujeres;TOTAL;2020;15.594
12  Castellón/Castelló;15-19 años;Hombres;TOTAL;2020;15.319
12  Castellón/Castelló;15-19 años;Mujeres;TOTAL;2020;14.445
12  Castellón/Castelló;20-24 años;Hombres;TOTAL;2020;14.740
12  Castellón/Castelló;20-24 años;Mujeres;TOTAL;2020;13.910
12  Castellón/Castelló;25-29 años;Hombres;TOTAL;2020;15.137
12  Castellón/Castelló;25-29 años;Mujeres;TOTAL;2020;14.568
12  Castellón/Castelló;30-34 años;Hombres;TOTAL;2020;16.562
12  Castellón/Castelló;30-34 años;Mujeres;TOTAL;2020;16.549
12  Castellón/Castelló;35-39 años;Hombres;TOTAL;2020;20.777
12  Castellón/Castelló;35-39 años;Mujeres;TOTAL;2020;20.468
12  Castellón/Castelló;40-44 años;Hombres;TOTAL;2020;26.208
12  Castellón/Castelló;40-44 años;Mujeres;TOTAL;2020;24.998
12  Castellón/Castelló;45-49 años;Hombres;TOTAL;2020;25.046
12  Castellón/Castelló;45-49 años;Mujeres;TOTAL;2020;23.676
12  Castellón/Castelló;50-54 años;Hombres;TOTAL;2020;23.674
12  Castellón/Castelló;50-54 años;Mujeres;TOTAL;2020;22.827
12  Castellón/Castelló;55-59 años;Hombres;TOTAL;2020;20.541
12  Castellón/Castelló;55-59 años;Mujeres;TOTAL;2020;20.676
12  Castellón/Castelló;60-64 años;Hombres;TOTAL;2020;17.682
12  Castellón/Castelló;60-64 años;Mujeres;TOTAL;2020;17.990
12  Castellón/Castelló;65-69 años;Hombres;TOTAL;2020;14.448
12  Castellón/Castelló;65-69 años;Mujeres;TOTAL;2020;15.565
12  Castellón/Castelló;70-74 años;Hombres;TOTAL;2020;13.095
12  Castellón/Castelló;70-74 años;Mujeres;TOTAL;2020;14.418
12  Castellón/Castelló;75-79 años;Hombres;TOTAL;2020;9.919
12  Castellón/Castelló;75-79 años;Mujeres;TOTAL;2020;12.186
12  Castellón/Castelló;80-84 años;Hombres;TOTAL;2020;6.349
12  Castellón/Castelló;80-84 años;Mujeres;TOTAL;2020;8.828
12  Castellón/Castelló;85-89 años;Hombres;TOTAL;2020;4.601
12  Castellón/Castelló;85-89 años;Mujeres;TOTAL;2020;7.435
12  Castellón/Castelló;90-94 años;Hombres;TOTAL;2020;1.642
12  Castellón/Castelló;90-94 años;Mujeres;TOTAL;2020;3.478
12  Castellón/Castelló;95-99 años;Hombres;TOTAL;2020;315
12  Castellón/Castelló;95-99 años;Mujeres;TOTAL;2020;868
12  Castellón/Castelló;100 años y más;Hombres;TOTAL;2020;37
12  Castellón/Castelló;100 años y más;Mujeres;TOTAL;2020;128
13  Ciudad Real;0-4 años;Hombres;TOTAL;2020;10.255
13  Ciudad Real;0-4 años;Mujeres;TOTAL;2020;9.625
13  Ciudad Real;5-9 años;Hombres;TOTAL;2020;11.942
13  Ciudad Real;5-9 años;Mujeres;TOTAL;2020;11.517
13  Ciudad Real;10-14 años;Hombres;TOTAL;2020;13.305
13  Ciudad Real;10-14 años;Mujeres;TOTAL;2020;12.630
13  Ciudad Real;15-19 años;Hombres;TOTAL;2020;12.964
13  Ciudad Real;15-19 años;Mujeres;TOTAL;2020;11.895
13  Ciudad Real;20-24 años;Hombres;TOTAL;2020;13.695
13  Ciudad Real;20-24 años;Mujeres;TOTAL;2020;12.930
13  Ciudad Real;25-29 años;Hombres;TOTAL;2020;14.753
13  Ciudad Real;25-29 años;Mujeres;TOTAL;2020;13.531
13  Ciudad Real;30-34 años;Hombres;TOTAL;2020;15.135
13  Ciudad Real;30-34 años;Mujeres;TOTAL;2020;14.380
13  Ciudad Real;35-39 años;Hombres;TOTAL;2020;17.324
13  Ciudad Real;35-39 años;Mujeres;TOTAL;2020;16.006
13  Ciudad Real;40-44 años;Hombres;TOTAL;2020;19.120
13  Ciudad Real;40-44 años;Mujeres;TOTAL;2020;18.214
13  Ciudad Real;45-49 años;Hombres;TOTAL;2020;18.750
13  Ciudad Real;45-49 años;Mujeres;TOTAL;2020;18.558
13  Ciudad Real;50-54 años;Hombres;TOTAL;2020;19.587
13  Ciudad Real;50-54 años;Mujeres;TOTAL;2020;19.185
13  Ciudad Real;55-59 años;Hombres;TOTAL;2020;19.000
13  Ciudad Real;55-59 años;Mujeres;TOTAL;2020;18.800
13  Ciudad Real;60-64 años;Hombres;TOTAL;2020;15.481
13  Ciudad Real;60-64 años;Mujeres;TOTAL;2020;15.767
13  Ciudad Real;65-69 años;Hombres;TOTAL;2020;11.965
13  Ciudad Real;65-69 años;Mujeres;TOTAL;2020;12.644
13  Ciudad Real;70-74 años;Hombres;TOTAL;2020;10.324
13  Ciudad Real;70-74 años;Mujeres;TOTAL;2020;12.227
13  Ciudad Real;75-79 años;Hombres;TOTAL;2020;8.319
13  Ciudad Real;75-79 años;Mujeres;TOTAL;2020;10.758
13  Ciudad Real;80-84 años;Hombres;TOTAL;2020;5.818
13  Ciudad Real;80-84 años;Mujeres;TOTAL;2020;9.152
13  Ciudad Real;85-89 años;Hombres;TOTAL;2020;4.792
13  Ciudad Real;85-89 años;Mujeres;TOTAL;2020;7.778
13  Ciudad Real;90-94 años;Hombres;TOTAL;2020;1.906
13  Ciudad Real;90-94 años;Mujeres;TOTAL;2020;3.570
13  Ciudad Real;95-99 años;Hombres;TOTAL;2020;370
13  Ciudad Real;95-99 años;Mujeres;TOTAL;2020;900
13  Ciudad Real;100 años y más;Hombres;TOTAL;2020;37
13  Ciudad Real;100 años y más;Mujeres;TOTAL;2020;136
14  Córdoba;0-4 años;Hombres;TOTAL;2020;16.655
14  Córdoba;0-4 años;Mujeres;TOTAL;2020;15.780
14  Córdoba;5-9 años;Hombres;TOTAL;2020;19.332
14  Córdoba;5-9 años;Mujeres;TOTAL;2020;18.212
14  Córdoba;10-14 años;Hombres;TOTAL;2020;21.969
14  Córdoba;10-14 años;Mujeres;TOTAL;2020;20.536
14  Córdoba;15-19 años;Hombres;TOTAL;2020;21.408
14  Córdoba;15-19 años;Mujeres;TOTAL;2020;20.241
14  Córdoba;20-24 años;Hombres;TOTAL;2020;21.557
14  Córdoba;20-24 años;Mujeres;TOTAL;2020;20.068
14  Córdoba;25-29 años;Hombres;TOTAL;2020;23.334
14  Córdoba;25-29 años;Mujeres;TOTAL;2020;22.240
14  Córdoba;30-34 años;Hombres;TOTAL;2020;23.861
14  Córdoba;30-34 años;Mujeres;TOTAL;2020;22.724
14  Córdoba;35-39 años;Hombres;TOTAL;2020;26.466
14  Córdoba;35-39 años;Mujeres;TOTAL;2020;25.682
14  Córdoba;40-44 años;Hombres;TOTAL;2020;29.630
14  Córdoba;40-44 años;Mujeres;TOTAL;2020;29.131
14  Córdoba;45-49 años;Hombres;TOTAL;2020;29.153
14  Córdoba;45-49 años;Mujeres;TOTAL;2020;29.537
14  Córdoba;50-54 años;Hombres;TOTAL;2020;30.545
14  Córdoba;50-54 años;Mujeres;TOTAL;2020;31.152
14  Córdoba;55-59 años;Hombres;TOTAL;2020;29.280
14  Córdoba;55-59 años;Mujeres;TOTAL;2020;30.219
14  Córdoba;60-64 años;Hombres;TOTAL;2020;24.555
14  Córdoba;60-64 años;Mujeres;TOTAL;2020;25.718
14  Córdoba;65-69 años;Hombres;TOTAL;2020;18.658
14  Córdoba;65-69 años;Mujeres;TOTAL;2020;19.882
14  Córdoba;70-74 años;Hombres;TOTAL;2020;15.853
14  Córdoba;70-74 años;Mujeres;TOTAL;2020;19.117
14  Córdoba;75-79 años;Hombres;TOTAL;2020;12.620
14  Córdoba;75-79 años;Mujeres;TOTAL;2020;16.684
14  Córdoba;80-84 años;Hombres;TOTAL;2020;8.847
14  Córdoba;80-84 años;Mujeres;TOTAL;2020;13.713
14  Córdoba;85-89 años;Hombres;TOTAL;2020;6.326
14  Córdoba;85-89 años;Mujeres;TOTAL;2020;11.208
14  Córdoba;90-94 años;Hombres;TOTAL;2020;2.348
14  Córdoba;90-94 años;Mujeres;TOTAL;2020;5.223
14  Córdoba;95-99 años;Hombres;TOTAL;2020;421
14  Córdoba;95-99 años;Mujeres;TOTAL;2020;1.290
14  Córdoba;100 años y más;Hombres;TOTAL;2020;68
14  Córdoba;100 años y más;Mujeres;TOTAL;2020;208
15  Coruña, A;0-4 años;Hombres;TOTAL;2020;20.133
15  Coruña, A;0-4 años;Mujeres;TOTAL;2020;19.138
15  Coruña, A;5-9 años;Hombres;TOTAL;2020;23.781
15  Coruña, A;5-9 años;Mujeres;TOTAL;2020;22.124
15  Coruña, A;10-14 años;Hombres;TOTAL;2020;25.245
15  Coruña, A;10-14 años;Mujeres;TOTAL;2020;23.869
15  Coruña, A;15-19 años;Hombres;TOTAL;2020;23.597
15  Coruña, A;15-19 años;Mujeres;TOTAL;2020;22.153
15  Coruña, A;20-24 años;Hombres;TOTAL;2020;22.696
15  Coruña, A;20-24 años;Mujeres;TOTAL;2020;21.870
15  Coruña, A;25-29 años;Hombres;TOTAL;2020;25.170
15  Coruña, A;25-29 años;Mujeres;TOTAL;2020;24.755
15  Coruña, A;30-34 años;Hombres;TOTAL;2020;29.239
15  Coruña, A;30-34 años;Mujeres;TOTAL;2020;29.103
15  Coruña, A;35-39 años;Hombres;TOTAL;2020;38.435
15  Coruña, A;35-39 años;Mujeres;TOTAL;2020;38.655
15  Coruña, A;40-44 años;Hombres;TOTAL;2020;47.241
15  Coruña, A;40-44 años;Mujeres;TOTAL;2020;47.757
15  Coruña, A;45-49 años;Hombres;TOTAL;2020;45.576
15  Coruña, A;45-49 años;Mujeres;TOTAL;2020;46.693
15  Coruña, A;50-54 años;Hombres;TOTAL;2020;42.235
15  Coruña, A;50-54 años;Mujeres;TOTAL;2020;45.076
15  Coruña, A;55-59 años;Hombres;TOTAL;2020;39.794
15  Coruña, A;55-59 años;Mujeres;TOTAL;2020;42.196
15  Coruña, A;60-64 años;Hombres;TOTAL;2020;36.301
15  Coruña, A;60-64 años;Mujeres;TOTAL;2020;39.751
15  Coruña, A;65-69 años;Hombres;TOTAL;2020;31.917
15  Coruña, A;65-69 años;Mujeres;TOTAL;2020;36.029
15  Coruña, A;70-74 años;Hombres;TOTAL;2020;30.083
15  Coruña, A;70-74 años;Mujeres;TOTAL;2020;36.059
15  Coruña, A;75-79 años;Hombres;TOTAL;2020;23.406
15  Coruña, A;75-79 años;Mujeres;TOTAL;2020;30.079
15  Coruña, A;80-84 años;Hombres;TOTAL;2020;16.359
15  Coruña, A;80-84 años;Mujeres;TOTAL;2020;24.502
15  Coruña, A;85-89 años;Hombres;TOTAL;2020;11.568
15  Coruña, A;85-89 años;Mujeres;TOTAL;2020;21.274
15  Coruña, A;90-94 años;Hombres;TOTAL;2020;4.095
15  Coruña, A;90-94 años;Mujeres;TOTAL;2020;9.801
15  Coruña, A;95-99 años;Hombres;TOTAL;2020;805
15  Coruña, A;95-99 años;Mujeres;TOTAL;2020;2.713
15  Coruña, A;100 años y más;Hombres;TOTAL;2020;105
15  Coruña, A;100 años y más;Mujeres;TOTAL;2020;437
16  Cuenca;0-4 años;Hombres;TOTAL;2020;3.460
16  Cuenca;0-4 años;Mujeres;TOTAL;2020;3.336
16  Cuenca;5-9 años;Hombres;TOTAL;2020;4.158
16  Cuenca;5-9 años;Mujeres;TOTAL;2020;4.018
16  Cuenca;10-14 años;Hombres;TOTAL;2020;4.609
16  Cuenca;10-14 años;Mujeres;TOTAL;2020;4.434
16  Cuenca;15-19 años;Hombres;TOTAL;2020;4.880
16  Cuenca;15-19 años;Mujeres;TOTAL;2020;4.680
16  Cuenca;20-24 años;Hombres;TOTAL;2020;5.205
16  Cuenca;20-24 años;Mujeres;TOTAL;2020;5.012
16  Cuenca;25-29 años;Hombres;TOTAL;2020;5.556
16  Cuenca;25-29 años;Mujeres;TOTAL;2020;5.152
16  Cuenca;30-34 años;Hombres;TOTAL;2020;5.881
16  Cuenca;30-34 años;Mujeres;TOTAL;2020;5.344
16  Cuenca;35-39 años;Hombres;TOTAL;2020;6.471
16  Cuenca;35-39 años;Mujeres;TOTAL;2020;5.880
16  Cuenca;40-44 años;Hombres;TOTAL;2020;7.504
16  Cuenca;40-44 años;Mujeres;TOTAL;2020;6.703
16  Cuenca;45-49 años;Hombres;TOTAL;2020;7.445
16  Cuenca;45-49 años;Mujeres;TOTAL;2020;6.986
16  Cuenca;50-54 años;Hombres;TOTAL;2020;8.019
16  Cuenca;50-54 años;Mujeres;TOTAL;2020;7.568
16  Cuenca;55-59 años;Hombres;TOTAL;2020;8.160
16  Cuenca;55-59 años;Mujeres;TOTAL;2020;7.550
16  Cuenca;60-64 años;Hombres;TOTAL;2020;6.572
16  Cuenca;60-64 años;Mujeres;TOTAL;2020;5.987
16  Cuenca;65-69 años;Hombres;TOTAL;2020;4.973
16  Cuenca;65-69 años;Mujeres;TOTAL;2020;4.949
16  Cuenca;70-74 años;Hombres;TOTAL;2020;4.381
16  Cuenca;70-74 años;Mujeres;TOTAL;2020;4.649
16  Cuenca;75-79 años;Hombres;TOTAL;2020;3.937
16  Cuenca;75-79 años;Mujeres;TOTAL;2020;4.945
16  Cuenca;80-84 años;Hombres;TOTAL;2020;3.151
16  Cuenca;80-84 años;Mujeres;TOTAL;2020;4.202
16  Cuenca;85-89 años;Hombres;TOTAL;2020;2.750
16  Cuenca;85-89 años;Mujeres;TOTAL;2020;3.828
16  Cuenca;90-94 años;Hombres;TOTAL;2020;1.079
16  Cuenca;90-94 años;Mujeres;TOTAL;2020;1.911
16  Cuenca;95-99 años;Hombres;TOTAL;2020;216
16  Cuenca;95-99 años;Mujeres;TOTAL;2020;499
16  Cuenca;100 años y más;Hombres;TOTAL;2020;23
16  Cuenca;100 años y más;Mujeres;TOTAL;2020;76
20  Gipuzkoa;0-4 años;Hombres;TOTAL;2020;14.926
20  Gipuzkoa;0-4 años;Mujeres;TOTAL;2020;14.267
20  Gipuzkoa;5-9 años;Hombres;TOTAL;2020;18.223
20  Gipuzkoa;5-9 años;Mujeres;TOTAL;2020;17.217
20  Gipuzkoa;10-14 años;Hombres;TOTAL;2020;19.521
20  Gipuzkoa;10-14 años;Mujeres;TOTAL;2020;18.207
20  Gipuzkoa;15-19 años;Hombres;TOTAL;2020;18.484
20  Gipuzkoa;15-19 años;Mujeres;TOTAL;2020;17.392
20  Gipuzkoa;20-24 años;Hombres;TOTAL;2020;17.825
20  Gipuzkoa;20-24 años;Mujeres;TOTAL;2020;16.816
20  Gipuzkoa;25-29 años;Hombres;TOTAL;2020;17.188
20  Gipuzkoa;25-29 años;Mujeres;TOTAL;2020;16.722
20  Gipuzkoa;30-34 años;Hombres;TOTAL;2020;18.688
20  Gipuzkoa;30-34 años;Mujeres;TOTAL;2020;18.486
20  Gipuzkoa;35-39 años;Hombres;TOTAL;2020;22.814
20  Gipuzkoa;35-39 años;Mujeres;TOTAL;2020;22.750
20  Gipuzkoa;40-44 años;Hombres;TOTAL;2020;29.570
20  Gipuzkoa;40-44 años;Mujeres;TOTAL;2020;28.697
20  Gipuzkoa;45-49 años;Hombres;TOTAL;2020;30.190
20  Gipuzkoa;45-49 años;Mujeres;TOTAL;2020;28.869
20  Gipuzkoa;50-54 años;Hombres;TOTAL;2020;28.015
20  Gipuzkoa;50-54 años;Mujeres;TOTAL;2020;27.658
20  Gipuzkoa;55-59 años;Hombres;TOTAL;2020;26.045
20  Gipuzkoa;55-59 años;Mujeres;TOTAL;2020;27.060
20  Gipuzkoa;60-64 años;Hombres;TOTAL;2020;23.624
20  Gipuzkoa;60-64 años;Mujeres;TOTAL;2020;24.649
20  Gipuzkoa;65-69 años;Hombres;TOTAL;2020;19.939
20  Gipuzkoa;65-69 años;Mujeres;TOTAL;2020;22.005
20  Gipuzkoa;70-74 años;Hombres;TOTAL;2020;18.813
20  Gipuzkoa;70-74 años;Mujeres;TOTAL;2020;21.573
20  Gipuzkoa;75-79 años;Hombres;TOTAL;2020;13.485
20  Gipuzkoa;75-79 años;Mujeres;TOTAL;2020;16.904
20  Gipuzkoa;80-84 años;Hombres;TOTAL;2020;9.065
20  Gipuzkoa;80-84 años;Mujeres;TOTAL;2020;13.382
20  Gipuzkoa;85-89 años;Hombres;TOTAL;2020;6.178
20  Gipuzkoa;85-89 años;Mujeres;TOTAL;2020;11.759
20  Gipuzkoa;90-94 años;Hombres;TOTAL;2020;2.126
20  Gipuzkoa;90-94 años;Mujeres;TOTAL;2020;5.732
20  Gipuzkoa;95-99 años;Hombres;TOTAL;2020;377
20  Gipuzkoa;95-99 años;Mujeres;TOTAL;2020;1.637
20  Gipuzkoa;100 años y más;Hombres;TOTAL;2020;34
20  Gipuzkoa;100 años y más;Mujeres;TOTAL;2020;209
17  Girona;0-4 años;Hombres;TOTAL;2020;18.648
