Provincias;Edad (grupos quinquenales);Sexo;Españoles/Extranjeros;Año;Total
29  Málaga;75-79 años;Hombres;TOTAL;2020;26.194
29  Málaga;75-79 años;Mujeres;TOTAL;2020;31.339
29  Málaga;80-84 años;Hombres;TOTAL;2020;16.146
29  Málaga;80-84 años;Mujeres;TOTAL;2020;22.938
29  Málaga;85-89 años;Hombres;TOTAL;2020;8.869
29  Málaga;85-89 años;Mujeres;TOTAL;2020;15.390
29  Málaga;90-94 años;Hombres;TOTAL;2020;2.884
29  Málaga;90-94 años;Mujeres;TOTAL;2020;6.286
29  Málaga;95-99 años;Hombres;TOTAL;2020;581
29  Málaga;95-99 años;Mujeres;TOTAL;2020;1.616
29  Málaga;100 años y más;Hombres;TOTAL;2020;229
29  Málaga;100 años y más;Mujeres;TOTAL;2020;462
30  Murcia;0-4 años;Hombres;TOTAL;2020;39.295
30  Murcia;0-4 años;Mujeres;TOTAL;2020;37.375
30  Murcia;5-9 años;Hombres;TOTAL;2020;44.639
30  Murcia;5-9 años;Mujeres;TOTAL;2020;41.965
30  Murcia;10-14 años;Hombres;TOTAL;2020;47.753
30  Murcia;10-14 años;Mujeres;TOTAL;2020;45.050
30  Murcia;15-19 años;Hombres;TOTAL;2020;45.152
30  Murcia;15-19 años;Mujeres;TOTAL;2020;41.779
30  Murcia;20-24 años;Hombres;TOTAL;2020;43.518
30  Murcia;20-24 años;Mujeres;TOTAL;2020;40.625
30  Murcia;25-29 años;Hombres;TOTAL;2020;45.478
30  Murcia;25-29 años;Mujeres;TOTAL;2020;42.627
30  Murcia;30-34 años;Hombres;TOTAL;2020;47.998
30  Murcia;30-34 años;Mujeres;TOTAL;2020;46.570
30  Murcia;35-39 años;Hombres;TOTAL;2020;58.651
30  Murcia;35-39 años;Mujeres;TOTAL;2020;55.784
30  Murcia;40-44 años;Hombres;TOTAL;2020;68.745
30  Murcia;40-44 años;Mujeres;TOTAL;2020;62.334
30  Murcia;45-49 años;Hombres;TOTAL;2020;63.702
30  Murcia;45-49 años;Mujeres;TOTAL;2020;59.376
30  Murcia;50-54 años;Hombres;TOTAL;2020;58.097
30  Murcia;50-54 años;Mujeres;TOTAL;2020;56.367
30  Murcia;55-59 años;Hombres;TOTAL;2020;49.088
30  Murcia;55-59 años;Mujeres;TOTAL;2020;49.704
30  Murcia;60-64 años;Hombres;TOTAL;2020;39.897
30  Murcia;60-64 años;Mujeres;TOTAL;2020;41.715
30  Murcia;65-69 años;Hombres;TOTAL;2020;31.251
30  Murcia;65-69 años;Mujeres;TOTAL;2020;34.046
30  Murcia;70-74 años;Hombres;TOTAL;2020;27.084
30  Murcia;70-74 años;Mujeres;TOTAL;2020;31.290
30  Murcia;75-79 años;Hombres;TOTAL;2020;19.703
30  Murcia;75-79 años;Mujeres;TOTAL;2020;24.822
30  Murcia;80-84 años;Hombres;TOTAL;2020;13.844
30  Murcia;80-84 años;Mujeres;TOTAL;2020;19.847
30  Murcia;85-89 años;Hombres;TOTAL;2020;9.015
30  Murcia;85-89 años;Mujeres;TOTAL;2020;15.154
30  Murcia;90-94 años;Hombres;TOTAL;2020;3.147
30  Murcia;90-94 años;Mujeres;TOTAL;2020;6.473
30  Murcia;95-99 años;Hombres;TOTAL;2020;586
30  Murcia;95-99 años;Mujeres;TOTAL;2020;1.451
30  Murcia;100 años y más;Hombres;TOTAL;2020;56
30  Murcia;100 años y más;Mujeres;TOTAL;2020;198
31  Navarra;0-4 años;Hombres;TOTAL;2020;15.150
31  Navarra;0-4 años;Mujeres;TOTAL;2020;14.590
31  Navarra;5-9 años;Hombres;TOTAL;2020;18.087
31  Navarra;5-9 años;Mujeres;TOTAL;2020;17.120
31  Navarra;10-14 años;Hombres;TOTAL;2020;18.575
31  Navarra;10-14 años;Mujeres;TOTAL;2020;17.672
31  Navarra;15-19 años;Hombres;TOTAL;2020;17.998
31  Navarra;15-19 años;Mujeres;TOTAL;2020;17.039
31  Navarra;20-24 años;Hombres;TOTAL;2020;17.440
31  Navarra;20-24 años;Mujeres;TOTAL;2020;17.002
31  Navarra;25-29 años;Hombres;TOTAL;2020;17.187
31  Navarra;25-29 años;Mujeres;TOTAL;2020;16.498
31  Navarra;30-34 años;Hombres;TOTAL;2020;18.375
31  Navarra;30-34 años;Mujeres;TOTAL;2020;18.061
31  Navarra;35-39 años;Hombres;TOTAL;2020;22.470
31  Navarra;35-39 años;Mujeres;TOTAL;2020;22.435
31  Navarra;40-44 años;Hombres;TOTAL;2020;27.807
31  Navarra;40-44 años;Mujeres;TOTAL;2020;26.622
31  Navarra;45-49 años;Hombres;TOTAL;2020;27.524
31  Navarra;45-49 años;Mujeres;TOTAL;2020;26.049
31  Navarra;50-54 años;Hombres;TOTAL;2020;25.616
31  Navarra;50-54 años;Mujeres;TOTAL;2020;24.816
31  Navarra;55-59 años;Hombres;TOTAL;2020;23.265
31  Navarra;55-59 años;Mujeres;TOTAL;2020;22.997
31  Navarra;60-64 años;Hombres;TOTAL;2020;19.964
31  Navarra;60-64 años;Mujeres;TOTAL;2020;20.191
31  Navarra;65-69 años;Hombres;TOTAL;2020;16.481
31  Navarra;65-69 años;Mujeres;TOTAL;2020;17.208
31  Navarra;70-74 años;Hombres;TOTAL;2020;14.900
31  Navarra;70-74 años;Mujeres;TOTAL;2020;16.525
31  Navarra;75-79 años;Hombres;TOTAL;2020;11.174
31  Navarra;75-79 años;Mujeres;TOTAL;2020;13.193
31  Navarra;80-84 años;Hombres;TOTAL;2020;7.456
31  Navarra;80-84 años;Mujeres;TOTAL;2020;10.361
31  Navarra;85-89 años;Hombres;TOTAL;2020;5.296
31  Navarra;85-89 años;Mujeres;TOTAL;2020;9.113
31  Navarra;90-94 años;Hombres;TOTAL;2020;1.980
31  Navarra;90-94 años;Mujeres;TOTAL;2020;4.803
31  Navarra;95-99 años;Hombres;TOTAL;2020;449
31  Navarra;95-99 años;Mujeres;TOTAL;2020;1.462
31  Navarra;100 años y más;Hombres;TOTAL;2020;32
31  Navarra;100 años y más;Mujeres;TOTAL;2020;214
32  Ourense;0-4 años;Hombres;TOTAL;2020;4.428
32  Ourense;0-4 años;Mujeres;TOTAL;2020;4.148
32  Ourense;5-9 años;Hombres;TOTAL;2020;5.312
32  Ourense;5-9 años;Mujeres;TOTAL;2020;4.945
32  Ourense;10-14 años;Hombres;TOTAL;2020;5.673
32  Ourense;10-14 años;Mujeres;TOTAL;2020;5.467
32  Ourense;15-19 años;Hombres;TOTAL;2020;5.594
32  Ourense;15-19 años;Mujeres;TOTAL;2020;5.360
32  Ourense;20-24 años;Hombres;TOTAL;2020;5.834
32  Ourense;20-24 años;Mujeres;TOTAL;2020;5.565
32  Ourense;25-29 años;Hombres;TOTAL;2020;6.715
32  Ourense;25-29 años;Mujeres;TOTAL;2020;6.425
32  Ourense;30-34 años;Hombres;TOTAL;2020;7.482
32  Ourense;30-34 años;Mujeres;TOTAL;2020;7.434
32  Ourense;35-39 años;Hombres;TOTAL;2020;9.250
32  Ourense;35-39 años;Mujeres;TOTAL;2020;9.082
32  Ourense;40-44 años;Hombres;TOTAL;2020;11.077
32  Ourense;40-44 años;Mujeres;TOTAL;2020;11.190
32  Ourense;45-49 años;Hombres;TOTAL;2020;10.998
32  Ourense;45-49 años;Mujeres;TOTAL;2020;10.930
32  Ourense;50-54 años;Hombres;TOTAL;2020;11.192
32  Ourense;50-54 años;Mujeres;TOTAL;2020;11.580
32  Ourense;55-59 años;Hombres;TOTAL;2020;11.036
32  Ourense;55-59 años;Mujeres;TOTAL;2020;11.689
32  Ourense;60-64 años;Hombres;TOTAL;2020;10.581
32  Ourense;60-64 años;Mujeres;TOTAL;2020;10.982
32  Ourense;65-69 años;Hombres;TOTAL;2020;9.875
32  Ourense;65-69 años;Mujeres;TOTAL;2020;10.567
32  Ourense;70-74 años;Hombres;TOTAL;2020;9.837
32  Ourense;70-74 años;Mujeres;TOTAL;2020;10.957
32  Ourense;75-79 años;Hombres;TOTAL;2020;8.268
32  Ourense;75-79 años;Mujeres;TOTAL;2020;10.328
32  Ourense;80-84 años;Hombres;TOTAL;2020;6.354
32  Ourense;80-84 años;Mujeres;TOTAL;2020;8.865
32  Ourense;85-89 años;Hombres;TOTAL;2020;5.060
32  Ourense;85-89 años;Mujeres;TOTAL;2020;8.286
32  Ourense;90-94 años;Hombres;TOTAL;2020;1.949
32  Ourense;90-94 años;Mujeres;TOTAL;2020;4.185
32  Ourense;95-99 años;Hombres;TOTAL;2020;482
32  Ourense;95-99 años;Mujeres;TOTAL;2020;1.301
32  Ourense;100 años y más;Hombres;TOTAL;2020;81
32  Ourense;100 años y más;Mujeres;TOTAL;2020;286
34  Palencia;0-4 años;Hombres;TOTAL;2020;2.755
34  Palencia;0-4 años;Mujeres;TOTAL;2020;2.583
34  Palencia;5-9 años;Hombres;TOTAL;2020;3.153
34  Palencia;5-9 años;Mujeres;TOTAL;2020;2.895
34  Palencia;10-14 años;Hombres;TOTAL;2020;3.266
34  Palencia;10-14 años;Mujeres;TOTAL;2020;3.159
34  Palencia;15-19 años;Hombres;TOTAL;2020;3.373
34  Palencia;15-19 años;Mujeres;TOTAL;2020;3.175
34  Palencia;20-24 años;Hombres;TOTAL;2020;3.475
34  Palencia;20-24 años;Mujeres;TOTAL;2020;3.347
34  Palencia;25-29 años;Hombres;TOTAL;2020;3.782
34  Palencia;25-29 años;Mujeres;TOTAL;2020;3.441
34  Palencia;30-34 años;Hombres;TOTAL;2020;4.289
34  Palencia;30-34 años;Mujeres;TOTAL;2020;4.021
34  Palencia;35-39 años;Hombres;TOTAL;2020;5.112
34  Palencia;35-39 años;Mujeres;TOTAL;2020;4.819
34  Palencia;40-44 años;Hombres;TOTAL;2020;5.855
34  Palencia;40-44 años;Mujeres;TOTAL;2020;5.668
34  Palencia;45-49 años;Hombres;TOTAL;2020;5.972
34  Palencia;45-49 años;Mujeres;TOTAL;2020;5.660
34  Palencia;50-54 años;Hombres;TOTAL;2020;6.540
34  Palencia;50-54 años;Mujeres;TOTAL;2020;6.162
34  Palencia;55-59 años;Hombres;TOTAL;2020;6.797
34  Palencia;55-59 años;Mujeres;TOTAL;2020;6.706
34  Palencia;60-64 años;Hombres;TOTAL;2020;6.655
34  Palencia;60-64 años;Mujeres;TOTAL;2020;6.353
34  Palencia;65-69 años;Hombres;TOTAL;2020;5.477
34  Palencia;65-69 años;Mujeres;TOTAL;2020;5.065
34  Palencia;70-74 años;Hombres;TOTAL;2020;4.421
34  Palencia;70-74 años;Mujeres;TOTAL;2020;4.421
34  Palencia;75-79 años;Hombres;TOTAL;2020;3.421
34  Palencia;75-79 años;Mujeres;TOTAL;2020;3.960
34  Palencia;80-84 años;Hombres;TOTAL;2020;2.284
34  Palencia;80-84 años;Mujeres;TOTAL;2020;3.335
34  Palencia;85-89 años;Hombres;TOTAL;2020;1.822
34  Palencia;85-89 años;Mujeres;TOTAL;2020;3.498
34  Palencia;90-94 años;Hombres;TOTAL;2020;809
34  Palencia;90-94 años;Mujeres;TOTAL;2020;1.911
34  Palencia;95-99 años;Hombres;TOTAL;2020;187
34  Palencia;95-99 años;Mujeres;TOTAL;2020;608
34  Palencia;100 años y más;Hombres;TOTAL;2020;12
34  Palencia;100 años y más;Mujeres;TOTAL;2020;77
35  Palmas, Las;0-4 años;Hombres;TOTAL;2020;20.856
35  Palmas, Las;0-4 años;Mujeres;TOTAL;2020;19.779
35  Palmas, Las;5-9 años;Hombres;TOTAL;2020;25.333
35  Palmas, Las;5-9 años;Mujeres;TOTAL;2020;23.905
35  Palmas, Las;10-14 años;Hombres;TOTAL;2020;29.619
35  Palmas, Las;10-14 años;Mujeres;TOTAL;2020;28.338
35  Palmas, Las;15-19 años;Hombres;TOTAL;2020;31.263
35  Palmas, Las;15-19 años;Mujeres;TOTAL;2020;29.400
35  Palmas, Las;20-24 años;Hombres;TOTAL;2020;31.379
35  Palmas, Las;20-24 años;Mujeres;TOTAL;2020;31.362
35  Palmas, Las;25-29 años;Hombres;TOTAL;2020;35.257
35  Palmas, Las;25-29 años;Mujeres;TOTAL;2020;34.908
35  Palmas, Las;30-34 años;Hombres;TOTAL;2020;38.019
35  Palmas, Las;30-34 años;Mujeres;TOTAL;2020;38.322
35  Palmas, Las;35-39 años;Hombres;TOTAL;2020;43.203
35  Palmas, Las;35-39 años;Mujeres;TOTAL;2020;43.263
35  Palmas, Las;40-44 años;Hombres;TOTAL;2020;49.815
35  Palmas, Las;40-44 años;Mujeres;TOTAL;2020;47.984
35  Palmas, Las;45-49 años;Hombres;TOTAL;2020;53.884
35  Palmas, Las;45-49 años;Mujeres;TOTAL;2020;51.766
35  Palmas, Las;50-54 años;Hombres;TOTAL;2020;49.765
35  Palmas, Las;50-54 años;Mujeres;TOTAL;2020;48.573
35  Palmas, Las;55-59 años;Hombres;TOTAL;2020;43.314
35  Palmas, Las;55-59 años;Mujeres;TOTAL;2020;42.976
35  Palmas, Las;60-64 años;Hombres;TOTAL;2020;32.816
35  Palmas, Las;60-64 años;Mujeres;TOTAL;2020;32.988
35  Palmas, Las;65-69 años;Hombres;TOTAL;2020;26.408
35  Palmas, Las;65-69 años;Mujeres;TOTAL;2020;27.928
35  Palmas, Las;70-74 años;Hombres;TOTAL;2020;20.775
35  Palmas, Las;70-74 años;Mujeres;TOTAL;2020;23.004
35  Palmas, Las;75-79 años;Hombres;TOTAL;2020;14.723
35  Palmas, Las;75-79 años;Mujeres;TOTAL;2020;17.344
35  Palmas, Las;80-84 años;Hombres;TOTAL;2020;8.843
35  Palmas, Las;80-84 años;Mujeres;TOTAL;2020;12.557
35  Palmas, Las;85-89 años;Hombres;TOTAL;2020;5.332
35  Palmas, Las;85-89 años;Mujeres;TOTAL;2020;9.237
35  Palmas, Las;90-94 años;Hombres;TOTAL;2020;1.669
35  Palmas, Las;90-94 años;Mujeres;TOTAL;2020;3.576
35  Palmas, Las;95-99 años;Hombres;TOTAL;2020;355
35  Palmas, Las;95-99 años;Mujeres;TOTAL;2020;962
35  Palmas, Las;100 años y más;Hombres;TOTAL;2020;66
35  Palmas, Las;100 años y más;Mujeres;TOTAL;2020;199
36  Pontevedra;0-4 años;Hombres;TOTAL;2020;17.336
36  Pontevedra;0-4 años;Mujeres;TOTAL;2020;16.039
36  Pontevedra;5-9 años;Hombres;TOTAL;2020;21.070
36  Pontevedra;5-9 años;Mujeres;TOTAL;2020;19.490
36  Pontevedra;10-14 años;Hombres;TOTAL;2020;23.164
36  Pontevedra;10-14 años;Mujeres;TOTAL;2020;21.949
36  Pontevedra;15-19 años;Hombres;TOTAL;2020;22.121
36  Pontevedra;15-19 años;Mujeres;TOTAL;2020;20.703
36  Pontevedra;20-24 años;Hombres;TOTAL;2020;20.882
36  Pontevedra;20-24 años;Mujeres;TOTAL;2020;19.721
36  Pontevedra;25-29 años;Hombres;TOTAL;2020;22.928
36  Pontevedra;25-29 años;Mujeres;TOTAL;2020;22.072
36  Pontevedra;30-34 años;Hombres;TOTAL;2020;25.329
36  Pontevedra;30-34 años;Mujeres;TOTAL;2020;25.461
36  Pontevedra;35-39 años;Hombres;TOTAL;2020;32.916
36  Pontevedra;35-39 años;Mujeres;TOTAL;2020;32.913
36  Pontevedra;40-44 años;Hombres;TOTAL;2020;41.491
36  Pontevedra;40-44 años;Mujeres;TOTAL;2020;42.079
36  Pontevedra;45-49 años;Hombres;TOTAL;2020;39.832
36  Pontevedra;45-49 años;Mujeres;TOTAL;2020;39.915
36  Pontevedra;50-54 años;Hombres;TOTAL;2020;36.610
36  Pontevedra;50-54 años;Mujeres;TOTAL;2020;37.296
36  Pontevedra;55-59 años;Hombres;TOTAL;2020;32.205
36  Pontevedra;55-59 años;Mujeres;TOTAL;2020;34.445
36  Pontevedra;60-64 años;Hombres;TOTAL;2020;29.277
36  Pontevedra;60-64 años;Mujeres;TOTAL;2020;32.472
36  Pontevedra;65-69 años;Hombres;TOTAL;2020;25.559
36  Pontevedra;65-69 años;Mujeres;TOTAL;2020;28.929
36  Pontevedra;70-74 años;Hombres;TOTAL;2020;24.215
36  Pontevedra;70-74 años;Mujeres;TOTAL;2020;28.493
36  Pontevedra;75-79 años;Hombres;TOTAL;2020;17.762
36  Pontevedra;75-79 años;Mujeres;TOTAL;2020;22.736
36  Pontevedra;80-84 años;Hombres;TOTAL;2020;11.853
36  Pontevedra;80-84 años;Mujeres;TOTAL;2020;18.485
36  Pontevedra;85-89 años;Hombres;TOTAL;2020;8.234
36  Pontevedra;85-89 años;Mujeres;TOTAL;2020;15.852
36  Pontevedra;90-94 años;Hombres;TOTAL;2020;2.870
36  Pontevedra;90-94 años;Mujeres;TOTAL;2020;7.317
36  Pontevedra;95-99 años;Hombres;TOTAL;2020;646
36  Pontevedra;95-99 años;Mujeres;TOTAL;2020;2.118
36  Pontevedra;100 años y más;Hombres;TOTAL;2020;152
36  Pontevedra;100 años y más;Mujeres;TOTAL;2020;471
26  Rioja, La;0-4 años;Hombres;TOTAL;2020;6.898
26  Rioja, La;0-4 años;Mujeres;TOTAL;2020;6.405
26  Rioja, La;5-9 años;Hombres;TOTAL;2020;8.117
26  Rioja, La;5-9 años;Mujeres;TOTAL;2020;7.719
26  Rioja, La;10-14 años;Hombres;TOTAL;2020;8.563
26  Rioja, La;10-14 años;Mujeres;TOTAL;2020;8.094
26  Rioja, La;15-19 años;Hombres;TOTAL;2020;8.036
26  Rioja, La;15-19 años;Mujeres;TOTAL;2020;7.644
26  Rioja, La;20-24 años;Hombres;TOTAL;2020;7.618
26  Rioja, La;20-24 años;Mujeres;TOTAL;2020;7.488
26  Rioja, La;25-29 años;Hombres;TOTAL;2020;7.707
26  Rioja, La;25-29 años;Mujeres;TOTAL;2020;7.645
26  Rioja, La;30-34 años;Hombres;TOTAL;2020;8.660
26  Rioja, La;30-34 años;Mujeres;TOTAL;2020;8.900
26  Rioja, La;35-39 años;Hombres;TOTAL;2020;11.066
26  Rioja, La;35-39 años;Mujeres;TOTAL;2020;10.693
26  Rioja, La;40-44 años;Hombres;TOTAL;2020;13.778
26  Rioja, La;40-44 años;Mujeres;TOTAL;2020;13.295
26  Rioja, La;45-49 años;Hombres;TOTAL;2020;13.336
26  Rioja, La;45-49 años;Mujeres;TOTAL;2020;12.538
26  Rioja, La;50-54 años;Hombres;TOTAL;2020;12.234
26  Rioja, La;50-54 años;Mujeres;TOTAL;2020;12.229
26  Rioja, La;55-59 años;Hombres;TOTAL;2020;11.646
26  Rioja, La;55-59 años;Mujeres;TOTAL;2020;11.555
26  Rioja, La;60-64 años;Hombres;TOTAL;2020;10.250
26  Rioja, La;60-64 años;Mujeres;TOTAL;2020;10.479
26  Rioja, La;65-69 años;Hombres;TOTAL;2020;8.460
26  Rioja, La;65-69 años;Mujeres;TOTAL;2020;8.529
26  Rioja, La;70-74 años;Hombres;TOTAL;2020;7.360
26  Rioja, La;70-74 años;Mujeres;TOTAL;2020;8.105
26  Rioja, La;75-79 años;Hombres;TOTAL;2020;5.867
26  Rioja, La;75-79 años;Mujeres;TOTAL;2020;6.793
26  Rioja, La;80-84 años;Hombres;TOTAL;2020;3.729
26  Rioja, La;80-84 años;Mujeres;TOTAL;2020;5.393
26  Rioja, La;85-89 años;Hombres;TOTAL;2020;3.051
26  Rioja, La;85-89 años;Mujeres;TOTAL;2020;5.110
26  Rioja, La;90-94 años;Hombres;TOTAL;2020;1.168
26  Rioja, La;90-94 años;Mujeres;TOTAL;2020;2.539
26  Rioja, La;95-99 años;Hombres;TOTAL;2020;264
26  Rioja, La;95-99 años;Mujeres;TOTAL;2020;820
26  Rioja, La;100 años y más;Hombres;TOTAL;2020;27
26  Rioja, La;100 años y más;Mujeres;TOTAL;2020;106
37  Salamanca;0-4 años;Hombres;TOTAL;2020;5.358
37  Salamanca;0-4 años;Mujeres;TOTAL;2020;5.144
37  Salamanca;5-9 años;Hombres;TOTAL;2020;6.393
37  Salamanca;5-9 años;Mujeres;TOTAL;2020;6.081
37  Salamanca;10-14 años;Hombres;TOTAL;2020;7.329
37  Salamanca;10-14 años;Mujeres;TOTAL;2020;6.804
37  Salamanca;15-19 años;Hombres;TOTAL;2020;7.223
37  Salamanca;15-19 años;Mujeres;TOTAL;2020;6.802
37  Salamanca;20-24 años;Hombres;TOTAL;2020;7.343
37  Salamanca;20-24 años;Mujeres;TOTAL;2020;7.192
37  Salamanca;25-29 años;Hombres;TOTAL;2020;7.814
37  Salamanca;25-29 años;Mujeres;TOTAL;2020;7.714
37  Salamanca;30-34 años;Hombres;TOTAL;2020;8.518
37  Salamanca;30-34 años;Mujeres;TOTAL;2020;8.104
37  Salamanca;35-39 años;Hombres;TOTAL;2020;9.879
37  Salamanca;35-39 años;Mujeres;TOTAL;2020;9.794
37  Salamanca;40-44 años;Hombres;TOTAL;2020;11.405
37  Salamanca;40-44 años;Mujeres;TOTAL;2020;11.324
37  Salamanca;45-49 años;Hombres;TOTAL;2020;12.134
37  Salamanca;45-49 años;Mujeres;TOTAL;2020;12.503
37  Salamanca;50-54 años;Hombres;TOTAL;2020;12.883
37  Salamanca;50-54 años;Mujeres;TOTAL;2020;13.285
37  Salamanca;55-59 años;Hombres;TOTAL;2020;13.123
37  Salamanca;55-59 años;Mujeres;TOTAL;2020;13.239
37  Salamanca;60-64 años;Hombres;TOTAL;2020;11.742
37  Salamanca;60-64 años;Mujeres;TOTAL;2020;11.818
37  Salamanca;65-69 años;Hombres;TOTAL;2020;9.652
37  Salamanca;65-69 años;Mujeres;TOTAL;2020;9.892
37  Salamanca;70-74 años;Hombres;TOTAL;2020;8.609
37  Salamanca;70-74 años;Mujeres;TOTAL;2020;9.950
37  Salamanca;75-79 años;Hombres;TOTAL;2020;7.548
37  Salamanca;75-79 años;Mujeres;TOTAL;2020;8.987
37  Salamanca;80-84 años;Hombres;TOTAL;2020;5.775
37  Salamanca;80-84 años;Mujeres;TOTAL;2020;7.915
37  Salamanca;85-89 años;Hombres;TOTAL;2020;4.586
37  Salamanca;85-89 años;Mujeres;TOTAL;2020;7.195
37  Salamanca;90-94 años;Hombres;TOTAL;2020;2.021
37  Salamanca;90-94 años;Mujeres;TOTAL;2020;4.010
37  Salamanca;95-99 años;Hombres;TOTAL;2020;528
37  Salamanca;95-99 años;Mujeres;TOTAL;2020;1.345
37  Salamanca;100 años y más;Hombres;TOTAL;2020;66
37  Salamanca;100 años y más;Mujeres;TOTAL;2020;218
38  Santa Cruz de Tenerife;0-4 años;Hombres;TOTAL;2020;19.306
38  Santa Cruz de Tenerife;0-4 años;Mujeres;TOTAL;2020;18.327
38  Santa Cruz de Tenerife;5-9 años;Hombres;TOTAL;2020;22.834
38  Santa Cruz de Tenerife;5-9 años;Mujeres;TOTAL;2020;21.923
38  Santa Cruz de Tenerife;10-14 años;Hombres;TOTAL;2020;26.814
38  Santa Cruz de Tenerife;10-14 años;Mujeres;TOTAL;2020;25.223
38  Santa Cruz de Tenerife;15-19 años;Hombres;TOTAL;2020;26.870
38  Santa Cruz de Tenerife;15-19 años;Mujeres;TOTAL;2020;25.185
38  Santa Cruz de Tenerife;20-24 años;Hombres;TOTAL;2020;27.733
38  Santa Cruz de Tenerife;20-24 años;Mujeres;TOTAL;2020;27.721
38  Santa Cruz de Tenerife;25-29 años;Hombres;TOTAL;2020;31.694
38  Santa Cruz de Tenerife;25-29 años;Mujeres;TOTAL;2020;31.694
38  Santa Cruz de Tenerife;30-34 años;Hombres;TOTAL;2020;34.049
38  Santa Cruz de Tenerife;30-34 años;Mujeres;TOTAL;2020;34.587
38  Santa Cruz de Tenerife;35-39 años;Hombres;TOTAL;2020;39.504
38  Santa Cruz de Tenerife;35-39 años;Mujeres;TOTAL;2020;39.987
38  Santa Cruz de Tenerife;40-44 años;Hombres;TOTAL;2020;45.931
38  Santa Cruz de Tenerife;40-44 años;Mujeres;TOTAL;2020;44.925
38  Santa Cruz de Tenerife;45-49 años;Hombres;TOTAL;2020;47.541
38  Santa Cruz de Tenerife;45-49 años;Mujeres;TOTAL;2020;46.078
38  Santa Cruz de Tenerife;50-54 años;Hombres;TOTAL;2020;43.392
38  Santa Cruz de Tenerife;50-54 años;Mujeres;TOTAL;2020;44.038
38  Santa Cruz de Tenerife;55-59 años;Hombres;TOTAL;2020;38.584
38  Santa Cruz de Tenerife;55-59 años;Mujeres;TOTAL;2020;39.870
38  Santa Cruz de Tenerife;60-64 años;Hombres;TOTAL;2020;30.603
38  Santa Cruz de Tenerife;60-64 años;Mujeres;TOTAL;2020;32.330
38  Santa Cruz de Tenerife;65-69 años;Hombres;TOTAL;2020;24.920
38  Santa Cruz de Tenerife;65-69 años;Mujeres;TOTAL;2020;27.099
38  Santa Cruz de Tenerife;70-74 años;Hombres;TOTAL;2020;20.521
38  Santa Cruz de Tenerife;70-74 años;Mujeres;TOTAL;2020;23.230
38  Santa Cruz de Tenerife;75-79 años;Hombres;TOTAL;2020;15.644
38  Santa Cruz de Tenerife;75-79 años;Mujeres;TOTAL;2020;19.290
38  Santa Cruz de Tenerife;80-84 años;Hombres;TOTAL;2020;9.308
38  Santa Cruz de Tenerife;80-84 años;Mujeres;TOTAL;2020;13.894
38  Santa Cruz de Tenerife;85-89 años;Hombres;TOTAL;2020;5.859
38  Santa Cruz de Tenerife;85-89 años;Mujeres;TOTAL;2020;10.443
38  Santa Cruz de Tenerife;90-94 años;Hombres;TOTAL;2020;1.835
38  Santa Cruz de Tenerife;90-94 años;Mujeres;TOTAL;2020;4.257
38  Santa Cruz de Tenerife;95-99 años;Hombres;TOTAL;2020;375
38  Santa Cruz de Tenerife;95-99 años;Mujeres;TOTAL;2020;1.013
38  Santa Cruz de Tenerife;100 años y más;Hombres;TOTAL;2020;174
38  Santa Cruz de Tenerife;100 años y más;Mujeres;TOTAL;2020;282
40  Segovia;0-4 años;Hombres;TOTAL;2020;2.823
40  Segovia;0-4 años;Mujeres;TOTAL;2020;2.798
40  Segovia;5-9 años;Hombres;TOTAL;2020;3.545
40  Segovia;5-9 años;Mujeres;TOTAL;2020;3.220
40  Segovia;10-14 años;Hombres;TOTAL;2020;3.814
40  Segovia;10-14 años;Mujeres;TOTAL;2020;3.629
40  Segovia;15-19 años;Hombres;TOTAL;2020;3.763
40  Segovia;15-19 años;Mujeres;TOTAL;2020;3.575
40  Segovia;20-24 años;Hombres;TOTAL;2020;3.892
40  Segovia;20-24 años;Mujeres;TOTAL;2020;3.681
40  Segovia;25-29 años;Hombres;TOTAL;2020;4.075
40  Segovia;25-29 años;Mujeres;TOTAL;2020;3.593
40  Segovia;30-34 años;Hombres;TOTAL;2020;4.207
40  Segovia;30-34 años;Mujeres;TOTAL;2020;3.850
40  Segovia;35-39 años;Hombres;TOTAL;2020;4.935
40  Segovia;35-39 años;Mujeres;TOTAL;2020;4.639
40  Segovia;40-44 años;Hombres;TOTAL;2020;5.825
40  Segovia;40-44 años;Mujeres;TOTAL;2020;5.587
40  Segovia;45-49 años;Hombres;TOTAL;2020;6.139
40  Segovia;45-49 años;Mujeres;TOTAL;2020;5.751
40  Segovia;50-54 años;Hombres;TOTAL;2020;6.387
40  Segovia;50-54 años;Mujeres;TOTAL;2020;6.146
40  Segovia;55-59 años;Hombres;TOTAL;2020;6.361
40  Segovia;55-59 años;Mujeres;TOTAL;2020;5.823
40  Segovia;60-64 años;Hombres;TOTAL;2020;5.540
40  Segovia;60-64 años;Mujeres;TOTAL;2020;5.001
40  Segovia;65-69 años;Hombres;TOTAL;2020;4.218
40  Segovia;65-69 años;Mujeres;TOTAL;2020;3.782
40  Segovia;70-74 años;Hombres;TOTAL;2020;3.556
40  Segovia;70-74 años;Mujeres;TOTAL;2020;3.616
40  Segovia;75-79 años;Hombres;TOTAL;2020;2.829
40  Segovia;75-79 años;Mujeres;TOTAL;2020;3.414
